ID_Venta;ID_Estacion_Origen;ID_Estacion_Destino;Forma_Pago;Importe;ID_Pasajero;ID_Servicio
1023;74;103;Tarjeta Credito 6 Pagos;25000;608;1
1024;136;1334;Tarjeta Credito 1 Pago;40000;1378;5
1025;1254;480;Tarjeta Credito 6 Pagos;40000;1994;3
1026;514;1033;Tarjeta Debito;60000;1554;5
1027;14;1072;Tarjeta Debito;40000;1561;4
1028;362;1420;Tarjeta Credito 1 Pago;40000;1331;2
1029;519;26;Tarjeta Credito 12 Pagos;60000;280;2
1030;1357;1283;Tarjeta Credito 1 Pago;60000;944;5
1031;24;364;Tarjeta Credito 6 Pagos;60000;811;1
1032;121;950;Efectivo;60000;698;5
1033;113;672;Tarjeta Credito 6 Pagos;75000;1891;4
1034;25;314;Tarjeta Credito 6 Pagos;40000;1839;3
1035;140;538;Tarjeta Credito 12 Pagos;15000;1703;2
1036;831;330;Tarjeta Credito 6 Pagos;40000;1234;4
1037;146;186;Tarjeta Debito;25000;514;3
1038;476;561;Efectivo;60000;1009;5
1039;440;244;Tarjeta Credito 1 Pago;15000;1719;5
1040;903;696;Tarjeta Credito 12 Pagos;15000;393;5
1041;1240;175;Tarjeta Debito;60000;66;1
1042;155;954;Tarjeta Credito 1 Pago;75000;577;5
1043;938;879;Tarjeta Credito 6 Pagos;60000;1252;4
1044;889;1412;Tarjeta Credito 1 Pago;15000;551;5
1045;1354;546;Tarjeta Credito 6 Pagos;75000;1883;5
1046;673;1296;Tarjeta Debito;75000;783;4
1047;1333;1035;Tarjeta Credito 6 Pagos;15000;996;5
1048;485;948;Tarjeta Credito 12 Pagos;25000;685;4
1049;405;1132;Tarjeta Credito 12 Pagos;40000;188;4
1050;996;912;Tarjeta Credito 1 Pago;75000;1853;1
1051;1051;1197;Efectivo;15000;22;3
1052;1295;131;Tarjeta Credito 12 Pagos;25000;798;1
1053;162;819;Tarjeta Credito 1 Pago;25000;989;3
1054;416;1008;Tarjeta Debito;75000;299;3
1055;813;781;Tarjeta Credito 12 Pagos;75000;1873;2
1056;704;488;Tarjeta Credito 1 Pago;40000;276;1
1057;344;76;Tarjeta Credito 6 Pagos;75000;58;1
1058;513;362;Tarjeta Credito 12 Pagos;60000;212;1
1059;565;209;Tarjeta Credito 12 Pagos;75000;589;5
1060;369;699;Efectivo;15000;1175;5
1061;31;209;Tarjeta Debito;40000;474;5
1062;232;393;Tarjeta Credito 12 Pagos;60000;1282;2
1063;25;879;Tarjeta Credito 6 Pagos;25000;1896;5
1064;491;488;Tarjeta Debito;60000;388;1
1065;595;637;Efectivo;15000;901;4
1066;531;914;Efectivo;40000;1427;1
1067;1041;1273;Tarjeta Credito 6 Pagos;15000;987;5
1068;264;234;Efectivo;15000;365;3
1069;495;1109;Tarjeta Credito 1 Pago;15000;371;4
1070;964;213;Tarjeta Credito 12 Pagos;25000;291;2
1071;1396;1162;Efectivo;40000;1186;1
1072;802;1050;Tarjeta Credito 12 Pagos;75000;1816;1
1073;76;1300;Tarjeta Debito;25000;1126;5
1074;157;1305;Tarjeta Credito 12 Pagos;15000;1278;1
1075;1079;829;Tarjeta Debito;60000;1386;5
1076;923;784;Tarjeta Debito;15000;1114;2
1077;1134;229;Tarjeta Credito 6 Pagos;25000;745;5
1078;517;1237;Tarjeta Credito 1 Pago;15000;1919;4
1079;250;197;Efectivo;40000;1929;1
1080;506;488;Tarjeta Credito 12 Pagos;25000;517;5
1081;80;545;Tarjeta Credito 12 Pagos;15000;1523;3
1082;193;1095;Efectivo;75000;1643;4
1083;1109;1257;Tarjeta Credito 12 Pagos;15000;733;2
1084;98;514;Tarjeta Credito 6 Pagos;75000;1079;3
1085;708;449;Efectivo;40000;1504;4
1086;531;1088;Tarjeta Credito 12 Pagos;75000;1144;3
1087;707;533;Efectivo;25000;240;3
1088;398;1394;Tarjeta Debito;25000;1128;5
1089;301;469;Efectivo;25000;677;5
1090;58;1031;Tarjeta Credito 12 Pagos;15000;1005;1
1091;138;231;Tarjeta Credito 6 Pagos;25000;497;4
1092;868;316;Tarjeta Debito;25000;226;1
1093;406;1029;Efectivo;15000;1943;4
1094;946;236;Tarjeta Debito;60000;1831;4
1095;333;225;Tarjeta Credito 12 Pagos;60000;1926;2
1096;928;452;Tarjeta Credito 12 Pagos;15000;323;4
1097;764;646;Tarjeta Credito 6 Pagos;40000;335;1
1098;887;1259;Tarjeta Credito 12 Pagos;25000;652;3
1099;620;279;Tarjeta Credito 6 Pagos;60000;735;4
1100;917;588;Tarjeta Credito 12 Pagos;60000;1400;3
1101;1031;1098;Tarjeta Credito 1 Pago;25000;1481;2
1102;719;1111;Efectivo;75000;1859;1
1103;58;371;Tarjeta Debito;25000;1672;1
1104;996;775;Tarjeta Credito 6 Pagos;15000;954;4
1105;62;408;Tarjeta Credito 1 Pago;75000;368;5
1106;1246;750;Efectivo;40000;581;1
1107;1060;378;Tarjeta Credito 1 Pago;40000;1161;5
1108;955;628;Tarjeta Credito 1 Pago;40000;374;5
1109;169;1016;Tarjeta Credito 12 Pagos;15000;1122;1
1110;251;1019;Tarjeta Credito 12 Pagos;60000;1426;5
1111;1164;1292;Tarjeta Credito 6 Pagos;60000;1868;4
1112;330;1247;Tarjeta Credito 6 Pagos;25000;101;1
1113;760;833;Tarjeta Credito 1 Pago;25000;388;2
1114;855;1335;Tarjeta Debito;60000;1952;4
1115;387;157;Tarjeta Debito;60000;159;1
1116;67;1421;Tarjeta Debito;25000;1208;1
1117;486;1401;Tarjeta Credito 12 Pagos;15000;931;3
1118;940;953;Efectivo;25000;567;2
1119;52;228;Tarjeta Credito 6 Pagos;15000;1672;2
1120;329;267;Tarjeta Credito 6 Pagos;75000;770;1
1121;367;1361;Tarjeta Debito;60000;303;5
1122;1362;45;Tarjeta Debito;40000;623;1
1123;1334;325;Efectivo;40000;1291;5
1124;989;55;Tarjeta Credito 1 Pago;40000;1012;5
1125;545;524;Tarjeta Credito 12 Pagos;15000;1502;5
1126;834;1019;Tarjeta Credito 1 Pago;40000;595;3
1127;577;30;Tarjeta Credito 6 Pagos;60000;608;4
1128;1411;1295;Tarjeta Credito 6 Pagos;60000;109;1
1129;505;1320;Tarjeta Credito 12 Pagos;60000;707;2
1130;1255;131;Tarjeta Credito 12 Pagos;25000;1622;2
1131;210;477;Tarjeta Debito;15000;221;1
1132;281;437;Tarjeta Credito 12 Pagos;40000;1141;3
1133;1264;832;Tarjeta Credito 12 Pagos;40000;1866;2
1134;1185;817;Tarjeta Credito 12 Pagos;60000;1828;1
1135;74;537;Efectivo;60000;1079;5
1136;650;705;Tarjeta Credito 6 Pagos;75000;1225;5
1137;1209;303;Tarjeta Credito 6 Pagos;75000;862;3
1138;1270;913;Tarjeta Credito 1 Pago;25000;1981;3
1139;703;1305;Tarjeta Credito 12 Pagos;75000;1939;5
1140;140;182;Tarjeta Credito 6 Pagos;75000;202;1
1141;1399;735;Tarjeta Credito 1 Pago;25000;62;2
1142;846;599;Tarjeta Credito 6 Pagos;40000;259;5
1143;728;329;Tarjeta Credito 12 Pagos;40000;566;2
1144;543;605;Tarjeta Credito 12 Pagos;25000;1403;2
1145;245;953;Efectivo;40000;1672;5
1146;1096;1376;Tarjeta Credito 12 Pagos;25000;1316;2
1147;1194;156;Tarjeta Credito 12 Pagos;15000;930;4
1148;822;1419;Efectivo;15000;1966;1
1149;1251;529;Tarjeta Debito;15000;1115;2
1150;450;1093;Tarjeta Debito;15000;208;5
1151;354;840;Tarjeta Credito 1 Pago;60000;1473;3
1152;110;1388;Tarjeta Credito 1 Pago;25000;1433;5
1153;245;545;Tarjeta Credito 6 Pagos;25000;634;4
1154;448;1386;Tarjeta Credito 12 Pagos;60000;358;4
1155;476;6;Tarjeta Credito 12 Pagos;25000;1843;5
1156;1068;599;Tarjeta Debito;40000;330;5
1157;922;1095;Tarjeta Credito 6 Pagos;75000;898;4
1158;1291;984;Efectivo;40000;1141;1
1159;1018;609;Tarjeta Credito 6 Pagos;15000;57;5
1160;522;1204;Tarjeta Debito;40000;1877;3
1161;660;837;Tarjeta Debito;75000;1843;3
1162;112;107;Tarjeta Debito;60000;837;4
1163;316;752;Tarjeta Credito 6 Pagos;60000;334;4
1164;719;1140;Efectivo;40000;224;5
1165;334;521;Tarjeta Credito 12 Pagos;60000;399;5
1166;466;858;Tarjeta Credito 12 Pagos;25000;1916;3
1167;1308;912;Tarjeta Credito 1 Pago;60000;204;4
1168;1218;1178;Efectivo;25000;1206;3
1169;87;963;Efectivo;60000;1899;2
1170;481;1408;Tarjeta Credito 1 Pago;25000;34;4
1171;432;1140;Tarjeta Credito 12 Pagos;25000;407;5
1172;886;103;Tarjeta Credito 6 Pagos;25000;1968;5
1173;1099;522;Tarjeta Credito 1 Pago;60000;1509;5
1174;503;164;Efectivo;15000;344;2
1175;155;369;Tarjeta Credito 1 Pago;15000;1330;1
1176;1253;886;Tarjeta Credito 1 Pago;25000;1588;2
1177;296;900;Tarjeta Credito 6 Pagos;40000;911;2
1178;1289;301;Tarjeta Debito;75000;1973;1
1179;331;586;Tarjeta Credito 1 Pago;25000;435;1
1180;65;241;Tarjeta Credito 1 Pago;75000;212;1
1181;1167;29;Tarjeta Debito;25000;1443;4
1182;349;656;Tarjeta Credito 12 Pagos;15000;1885;2
1183;203;16;Tarjeta Debito;15000;819;2
1184;335;293;Tarjeta Credito 6 Pagos;75000;556;2
1185;194;1161;Tarjeta Credito 6 Pagos;40000;1936;2
1186;721;757;Efectivo;40000;447;4
1187;978;318;Tarjeta Credito 6 Pagos;75000;90;3
1188;1332;1273;Tarjeta Credito 1 Pago;40000;1406;4
1189;24;1183;Tarjeta Credito 6 Pagos;60000;473;2
1190;741;630;Tarjeta Credito 6 Pagos;25000;588;3
1191;775;262;Tarjeta Credito 6 Pagos;25000;957;2
1192;920;163;Tarjeta Debito;60000;1564;4
1193;296;1103;Tarjeta Credito 1 Pago;60000;405;2
1194;1274;1327;Tarjeta Credito 6 Pagos;60000;1117;1
1195;91;1103;Efectivo;25000;1064;5
1196;1110;249;Tarjeta Credito 1 Pago;25000;1797;4
1197;1370;581;Tarjeta Credito 6 Pagos;25000;508;3
1198;957;127;Tarjeta Credito 12 Pagos;60000;1315;1
1199;820;978;Tarjeta Credito 12 Pagos;40000;1646;5
1200;180;145;Tarjeta Credito 6 Pagos;25000;378;5
1201;445;800;Tarjeta Credito 1 Pago;75000;171;5
1202;957;995;Tarjeta Credito 1 Pago;25000;1429;1
1203;717;302;Tarjeta Credito 12 Pagos;15000;932;3
1204;534;644;Tarjeta Credito 12 Pagos;40000;846;3
1205;1305;495;Tarjeta Credito 6 Pagos;25000;316;1
1206;83;589;Efectivo;25000;962;2
1207;797;1075;Tarjeta Credito 6 Pagos;25000;1888;3
1208;1122;770;Tarjeta Debito;75000;202;2
1209;80;571;Tarjeta Debito;15000;1180;1
1210;755;840;Efectivo;25000;1038;5
1211;1261;970;Tarjeta Debito;60000;321;3
1212;1107;1142;Efectivo;15000;1519;5
1213;255;324;Efectivo;15000;329;1
1214;657;969;Tarjeta Credito 12 Pagos;40000;1202;3
1215;1369;1228;Efectivo;15000;886;3
1216;163;989;Tarjeta Credito 1 Pago;15000;720;2
1217;327;1319;Tarjeta Credito 1 Pago;75000;1039;4
1218;732;195;Tarjeta Credito 1 Pago;15000;1641;3
1219;311;228;Tarjeta Credito 1 Pago;60000;406;1
1220;17;1051;Tarjeta Credito 1 Pago;60000;336;2
1221;831;743;Tarjeta Credito 12 Pagos;25000;804;5
1222;276;1306;Tarjeta Debito;25000;1630;5
1223;808;937;Tarjeta Credito 1 Pago;40000;446;1
1224;1278;1125;Efectivo;60000;1511;2
1225;648;663;Tarjeta Credito 12 Pagos;40000;1174;4
1226;1069;1161;Efectivo;15000;842;4
1227;38;700;Tarjeta Debito;75000;2000;4
1228;289;904;Tarjeta Credito 6 Pagos;75000;1073;1
1229;881;825;Tarjeta Credito 6 Pagos;25000;421;3
1230;1410;1017;Tarjeta Credito 12 Pagos;25000;668;4
1231;879;1272;Tarjeta Credito 6 Pagos;40000;1711;3
1232;875;1391;Efectivo;40000;765;4
1233;884;270;Tarjeta Debito;75000;664;3
1234;443;57;Efectivo;60000;1151;4
1235;1409;164;Tarjeta Credito 1 Pago;75000;694;5
1236;188;1;Tarjeta Credito 6 Pagos;40000;92;5
1237;1229;1214;Tarjeta Credito 6 Pagos;15000;272;5
1238;678;168;Tarjeta Debito;75000;189;4
1239;258;732;Tarjeta Debito;25000;1763;2
1240;495;367;Tarjeta Credito 1 Pago;75000;903;3
1241;517;110;Tarjeta Debito;15000;220;2
1242;350;573;Efectivo;40000;1389;5
1243;42;1166;Tarjeta Credito 1 Pago;25000;1595;2
1244;673;268;Efectivo;75000;1838;2
1245;622;652;Tarjeta Credito 1 Pago;25000;1954;4
1246;496;1254;Efectivo;25000;241;4
1247;1071;118;Tarjeta Credito 6 Pagos;60000;1405;5
1248;75;775;Tarjeta Debito;60000;1077;1
1249;558;382;Tarjeta Debito;40000;1555;1
1250;303;894;Tarjeta Credito 6 Pagos;25000;1500;2
1251;497;360;Tarjeta Credito 6 Pagos;60000;586;2
1252;1164;595;Tarjeta Credito 1 Pago;60000;1696;2
1253;265;246;Tarjeta Debito;60000;1685;5
1254;798;398;Tarjeta Debito;15000;218;5
1255;1171;1049;Tarjeta Credito 12 Pagos;75000;1308;1
1256;729;29;Efectivo;25000;494;3
1257;1302;438;Tarjeta Debito;25000;1156;4
1258;658;506;Efectivo;40000;288;4
1259;1142;1102;Tarjeta Debito;60000;1997;4
1260;1287;593;Tarjeta Credito 12 Pagos;60000;1859;1
1261;1261;6;Tarjeta Credito 12 Pagos;25000;1665;3
1262;1330;1199;Tarjeta Credito 12 Pagos;40000;1696;2
1263;213;1000;Tarjeta Credito 12 Pagos;75000;804;2
1264;1013;433;Tarjeta Debito;25000;1593;2
1265;542;603;Efectivo;60000;880;3
1266;822;1168;Tarjeta Credito 1 Pago;60000;654;5
1267;441;288;Tarjeta Credito 12 Pagos;75000;1821;3
1268;564;833;Tarjeta Debito;75000;1429;4
1269;841;852;Tarjeta Credito 6 Pagos;40000;6;4
1270;692;809;Tarjeta Credito 12 Pagos;75000;1573;2
1271;886;345;Tarjeta Credito 1 Pago;40000;344;4
1272;222;1396;Efectivo;60000;1676;3
1273;4;1219;Efectivo;60000;237;2
1274;1220;1273;Efectivo;60000;859;2
1275;211;214;Efectivo;60000;1568;5
1276;1269;1226;Tarjeta Credito 6 Pagos;15000;1099;3
1277;915;74;Tarjeta Credito 1 Pago;75000;1410;5
1278;1361;921;Tarjeta Credito 6 Pagos;25000;278;2
1279;662;642;Tarjeta Credito 1 Pago;60000;1944;2
1280;941;767;Efectivo;25000;1588;5
1281;1182;281;Tarjeta Credito 12 Pagos;60000;1861;1
1282;854;838;Efectivo;40000;703;4
1283;168;77;Efectivo;75000;257;1
1284;29;246;Tarjeta Debito;60000;29;3
1285;90;430;Tarjeta Credito 1 Pago;60000;1191;3
1286;764;118;Tarjeta Credito 1 Pago;75000;1632;1
1287;1322;711;Tarjeta Credito 12 Pagos;60000;1284;3
1288;23;1071;Efectivo;25000;711;1
1289;1412;1361;Tarjeta Credito 1 Pago;75000;1727;2
1290;566;580;Tarjeta Credito 1 Pago;75000;1326;2
1291;235;1424;Tarjeta Credito 6 Pagos;75000;351;5
1292;1279;208;Tarjeta Credito 6 Pagos;15000;1237;1
1293;876;1351;Efectivo;15000;40;3
1294;954;18;Tarjeta Credito 1 Pago;60000;1701;1
1295;1125;872;Tarjeta Debito;40000;239;2
1296;780;564;Tarjeta Credito 1 Pago;25000;1570;2
1297;632;1319;Tarjeta Debito;75000;1014;2
1298;482;1201;Tarjeta Credito 12 Pagos;75000;1982;3
1299;965;1066;Tarjeta Credito 1 Pago;15000;930;5
1300;450;95;Tarjeta Credito 6 Pagos;60000;627;5
1301;358;1308;Efectivo;15000;1540;2
1302;1383;835;Tarjeta Credito 6 Pagos;60000;259;3
1303;1249;40;Tarjeta Credito 1 Pago;75000;1210;3
1304;1396;158;Tarjeta Credito 1 Pago;15000;231;4
1305;843;1340;Tarjeta Debito;75000;422;3
1306;474;955;Efectivo;75000;1553;2
1307;756;1250;Tarjeta Credito 1 Pago;25000;1478;4
1308;432;1217;Tarjeta Debito;25000;1919;2
1309;11;137;Efectivo;75000;449;3
1310;280;511;Tarjeta Credito 1 Pago;25000;29;5
1311;6;1401;Tarjeta Credito 6 Pagos;60000;1744;3
1312;111;915;Tarjeta Debito;75000;977;2
1313;795;742;Efectivo;15000;771;1
1314;57;516;Tarjeta Credito 1 Pago;75000;219;3
1315;1376;1055;Efectivo;60000;505;3
1316;950;1101;Tarjeta Credito 1 Pago;15000;1326;5
1317;620;285;Tarjeta Credito 12 Pagos;40000;128;4
1318;1282;758;Tarjeta Credito 6 Pagos;25000;1579;1
1319;811;1291;Efectivo;75000;965;1
1320;50;354;Tarjeta Credito 6 Pagos;40000;394;5
1321;1175;1152;Tarjeta Credito 12 Pagos;25000;53;3
1322;162;1144;Tarjeta Credito 12 Pagos;40000;1389;2
1323;378;544;Tarjeta Credito 6 Pagos;25000;345;5
1324;165;509;Tarjeta Credito 6 Pagos;75000;1534;1
1325;836;221;Tarjeta Debito;75000;326;3
1326;872;174;Tarjeta Credito 12 Pagos;60000;1005;2
1327;1159;251;Tarjeta Credito 1 Pago;15000;605;2
1328;241;333;Tarjeta Credito 1 Pago;25000;349;4
1329;164;888;Tarjeta Credito 12 Pagos;40000;1320;3
1330;753;965;Tarjeta Debito;60000;1118;2
1331;861;449;Efectivo;40000;85;4
1332;293;935;Tarjeta Credito 1 Pago;75000;739;1
1333;123;24;Tarjeta Credito 6 Pagos;40000;1000;4
1334;28;26;Tarjeta Credito 1 Pago;75000;1858;2
1335;111;325;Tarjeta Credito 6 Pagos;40000;843;2
1336;554;469;Tarjeta Credito 12 Pagos;40000;1357;1
1337;1235;349;Tarjeta Credito 12 Pagos;15000;1683;2
1338;119;830;Tarjeta Credito 12 Pagos;60000;321;5
1339;1011;759;Tarjeta Credito 12 Pagos;15000;580;2
1340;1318;1308;Tarjeta Credito 12 Pagos;15000;1201;2
1341;113;252;Efectivo;25000;780;4
1342;639;180;Efectivo;60000;1302;4
1343;101;430;Efectivo;15000;1142;2
1344;912;749;Tarjeta Credito 1 Pago;40000;1802;5
1345;822;337;Tarjeta Debito;75000;1629;1
1346;1125;212;Efectivo;75000;103;2
1347;852;97;Tarjeta Debito;25000;637;5
1348;859;915;Efectivo;25000;1775;1
1349;1364;292;Tarjeta Credito 6 Pagos;40000;1330;3
1350;587;1332;Efectivo;75000;495;1
1351;861;1072;Tarjeta Credito 1 Pago;25000;1800;3
1352;1150;687;Tarjeta Credito 1 Pago;60000;1000;2
1353;69;1235;Tarjeta Debito;60000;375;1
1354;65;1369;Tarjeta Debito;75000;2;2
1355;183;719;Tarjeta Debito;40000;604;3
1356;73;999;Efectivo;15000;1957;5
1357;371;603;Tarjeta Credito 6 Pagos;75000;1712;5
1358;719;241;Tarjeta Credito 6 Pagos;15000;1290;2
1359;527;1402;Tarjeta Credito 12 Pagos;75000;1730;4
1360;1123;993;Tarjeta Credito 12 Pagos;25000;294;3
1361;550;1227;Efectivo;25000;939;4
1362;1268;401;Tarjeta Credito 1 Pago;15000;288;2
1363;1031;178;Efectivo;40000;583;4
1364;269;1203;Efectivo;60000;14;4
1365;1149;198;Tarjeta Debito;25000;1045;4
1366;1264;471;Tarjeta Credito 1 Pago;60000;735;2
1367;966;965;Tarjeta Credito 1 Pago;75000;1551;2
1368;25;1105;Tarjeta Credito 1 Pago;25000;1379;3
1369;398;1173;Tarjeta Credito 12 Pagos;25000;1156;1
1370;128;472;Efectivo;15000;841;3
1371;635;547;Tarjeta Credito 12 Pagos;60000;669;2
1372;851;586;Efectivo;15000;1928;1
1373;122;460;Tarjeta Credito 6 Pagos;15000;690;4
1374;465;932;Efectivo;60000;769;5
1375;1304;1376;Efectivo;40000;1825;3
1376;535;220;Tarjeta Credito 1 Pago;15000;1857;3
1377;44;890;Tarjeta Credito 12 Pagos;15000;324;4
1378;1335;1090;Tarjeta Credito 6 Pagos;15000;777;2
1379;548;463;Tarjeta Credito 12 Pagos;40000;644;4
1380;1346;776;Tarjeta Credito 12 Pagos;15000;1258;5
1381;1403;246;Tarjeta Credito 6 Pagos;25000;1547;3
1382;208;422;Tarjeta Debito;40000;370;2
1383;709;1079;Tarjeta Credito 1 Pago;40000;613;3
1384;784;702;Tarjeta Credito 12 Pagos;15000;1650;3
1385;1337;1272;Tarjeta Credito 1 Pago;75000;1233;5
1386;1382;1044;Tarjeta Credito 6 Pagos;75000;304;4
1387;648;931;Tarjeta Credito 1 Pago;40000;250;5
1388;431;684;Tarjeta Debito;75000;329;4
1389;343;685;Tarjeta Credito 6 Pagos;25000;1228;1
1390;1312;1248;Efectivo;25000;8;3
1391;229;1182;Efectivo;60000;984;1
1392;1177;699;Tarjeta Debito;40000;625;4
1393;340;988;Tarjeta Debito;75000;1135;1
1394;1095;742;Tarjeta Credito 1 Pago;75000;448;5
1395;1011;346;Tarjeta Credito 12 Pagos;15000;1574;2
1396;1344;203;Tarjeta Credito 1 Pago;75000;1545;5
1397;417;604;Tarjeta Credito 6 Pagos;60000;408;2
1398;223;655;Efectivo;15000;1096;5
1399;227;636;Tarjeta Debito;40000;221;4
1400;457;1360;Tarjeta Debito;25000;327;2
1401;581;324;Tarjeta Credito 12 Pagos;40000;1791;2
1402;1066;1071;Efectivo;15000;1649;5
1403;270;269;Efectivo;25000;1983;5
1404;88;742;Tarjeta Credito 12 Pagos;75000;1300;2
1405;942;859;Tarjeta Credito 12 Pagos;60000;929;5
1406;468;134;Tarjeta Debito;25000;143;3
1407;865;779;Tarjeta Credito 12 Pagos;25000;842;1
1408;100;861;Tarjeta Credito 12 Pagos;25000;1500;5
1409;697;1292;Efectivo;25000;1351;2
1410;467;1243;Tarjeta Credito 12 Pagos;60000;1565;5
1411;590;161;Tarjeta Credito 1 Pago;60000;1362;5
1412;1107;1149;Tarjeta Credito 6 Pagos;25000;574;4
1413;1267;1072;Tarjeta Credito 12 Pagos;25000;430;3
1414;455;368;Tarjeta Credito 6 Pagos;40000;25;5
1415;490;684;Tarjeta Credito 1 Pago;25000;815;3
1416;1228;195;Tarjeta Credito 6 Pagos;60000;1701;5
1417;212;933;Tarjeta Credito 1 Pago;15000;198;1
1418;374;514;Tarjeta Credito 12 Pagos;25000;1448;2
1419;1377;1421;Tarjeta Debito;25000;93;1
1420;436;170;Tarjeta Credito 1 Pago;40000;1395;3
1421;1109;433;Tarjeta Credito 1 Pago;15000;1939;5
1422;74;1325;Tarjeta Credito 1 Pago;25000;1340;4
1423;1051;609;Tarjeta Credito 6 Pagos;40000;1959;3
1424;1122;929;Efectivo;60000;122;3
1425;34;306;Efectivo;60000;865;4
1426;333;238;Efectivo;25000;553;1
1427;537;156;Tarjeta Credito 1 Pago;15000;254;4
1428;131;708;Tarjeta Debito;75000;1119;3
1429;699;1097;Tarjeta Credito 1 Pago;40000;879;4
1430;656;834;Efectivo;40000;72;4
1431;747;541;Tarjeta Credito 6 Pagos;75000;369;3
1432;310;931;Tarjeta Credito 1 Pago;15000;1848;2
1433;250;142;Tarjeta Credito 12 Pagos;15000;752;2
1434;389;22;Efectivo;25000;81;1
1435;684;1030;Tarjeta Debito;25000;1498;2
1436;961;641;Tarjeta Credito 6 Pagos;15000;1404;3
1437;690;760;Tarjeta Credito 6 Pagos;75000;696;4
1438;519;719;Tarjeta Credito 12 Pagos;15000;603;3
1439;202;403;Tarjeta Credito 6 Pagos;75000;1345;5
1440;635;179;Tarjeta Credito 6 Pagos;15000;1658;1
1441;1115;1133;Tarjeta Credito 12 Pagos;75000;1539;1
1442;94;471;Efectivo;60000;328;1
1443;575;1050;Efectivo;40000;641;5
1444;1327;1289;Tarjeta Debito;75000;1709;4
1445;625;761;Tarjeta Credito 6 Pagos;25000;815;3
1446;761;1356;Tarjeta Credito 6 Pagos;75000;180;4
1447;1008;1201;Tarjeta Debito;60000;1611;3
1448;644;820;Tarjeta Credito 1 Pago;25000;1491;2
1449;559;406;Tarjeta Credito 12 Pagos;40000;1513;4
1450;985;1203;Tarjeta Credito 12 Pagos;15000;1169;4
1451;1250;1231;Tarjeta Credito 1 Pago;60000;1974;5
1452;615;122;Tarjeta Credito 1 Pago;40000;1987;5
1453;1336;803;Tarjeta Credito 6 Pagos;25000;501;2
1454;1321;828;Efectivo;40000;1700;2
1455;296;779;Tarjeta Credito 12 Pagos;40000;1419;5
1456;820;254;Tarjeta Credito 1 Pago;40000;281;3
1457;416;397;Tarjeta Credito 12 Pagos;15000;1960;3
1458;646;666;Tarjeta Credito 6 Pagos;60000;1410;1
1459;294;562;Tarjeta Credito 6 Pagos;60000;1273;5
1460;769;340;Tarjeta Debito;60000;959;1
1461;25;37;Tarjeta Credito 12 Pagos;40000;526;1
1462;788;1183;Tarjeta Credito 12 Pagos;25000;678;1
1463;944;1189;Tarjeta Debito;25000;1514;1
1464;1142;828;Efectivo;60000;896;1
1465;1126;1388;Efectivo;75000;149;3
1466;597;153;Tarjeta Credito 1 Pago;40000;726;1
1467;791;35;Tarjeta Credito 12 Pagos;25000;762;4
1468;466;184;Tarjeta Debito;40000;1388;3
1469;63;1289;Tarjeta Credito 12 Pagos;60000;941;2
1470;9;434;Efectivo;60000;1321;5
1471;974;457;Efectivo;25000;1778;5
1472;1041;1219;Efectivo;40000;401;4
1473;117;184;Tarjeta Debito;60000;78;3
1474;938;819;Tarjeta Credito 1 Pago;25000;1526;4
1475;22;745;Tarjeta Credito 1 Pago;40000;1754;3
1476;724;514;Efectivo;25000;1834;5
1477;526;1123;Efectivo;25000;84;2
1478;991;26;Tarjeta Debito;75000;293;1
1479;1140;191;Efectivo;15000;1857;3
1480;1324;935;Tarjeta Credito 1 Pago;15000;409;5
1481;548;881;Tarjeta Credito 6 Pagos;40000;1249;3
1482;800;862;Tarjeta Credito 6 Pagos;25000;1182;3
1483;1367;356;Tarjeta Debito;60000;161;5
1484;1403;889;Tarjeta Credito 12 Pagos;75000;1268;1
1485;444;635;Tarjeta Debito;40000;1448;4
1486;735;1194;Tarjeta Debito;75000;1212;4
1487;258;420;Tarjeta Credito 1 Pago;25000;854;2
1488;999;1083;Tarjeta Debito;75000;1819;2
1489;700;1177;Tarjeta Credito 6 Pagos;15000;1701;1
1490;612;1093;Tarjeta Credito 6 Pagos;60000;1054;4
1491;463;837;Tarjeta Credito 12 Pagos;60000;560;5
1492;730;915;Tarjeta Credito 12 Pagos;15000;1656;1
1493;932;1229;Tarjeta Credito 1 Pago;25000;1473;5
1494;366;1164;Efectivo;25000;1739;5
1495;1222;260;Tarjeta Credito 1 Pago;60000;414;1
1496;1220;208;Tarjeta Debito;60000;1248;4
1497;166;102;Tarjeta Debito;15000;27;1
1498;1303;186;Efectivo;40000;898;1
1499;595;672;Tarjeta Credito 1 Pago;40000;1742;5
1500;206;687;Tarjeta Credito 6 Pagos;75000;84;2
1501;60;851;Tarjeta Credito 6 Pagos;40000;354;1
1502;668;416;Tarjeta Credito 12 Pagos;25000;1538;4
1503;1104;469;Tarjeta Debito;40000;1985;1
1504;978;1237;Tarjeta Credito 6 Pagos;60000;405;3
1505;1296;1355;Efectivo;40000;590;1
1506;741;1119;Tarjeta Credito 1 Pago;25000;1140;2
1507;1187;472;Efectivo;40000;1303;1
1508;87;544;Tarjeta Credito 12 Pagos;75000;421;5
1509;997;978;Efectivo;25000;1769;5
1510;1134;1356;Tarjeta Credito 6 Pagos;75000;1470;3
1511;152;1086;Tarjeta Credito 1 Pago;15000;1913;2
1512;1352;113;Tarjeta Debito;75000;1744;5
1513;1130;1048;Tarjeta Credito 6 Pagos;40000;297;2
